DATE,PRODUCT_ID,SELLING_PRICE,COST_PRICE,COMPETITOR_PRICE,SALES,IS_PROMOTION,QUANTITY,CATEGORY,SUBCATEGORY,BRAND,PRODUCT_NAME,DAY_OF_WEEK,MONTH,SEASON,IS_HOLIDAY,IS_WEEKEND
2020-04-03,21,15.00982961,8.039418686,13.67409987,11347.4311900,0,733,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Friday,April,Spring,0,0
2020-04-03,22,219.05774450,169.887146300,207.68232330,128367.8383000,0,44,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Friday,April,Spring,0,0
2020-04-03,23,153.84475980,108.673679400,153.05643480,371073.5607000,0,252,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Friday,April,Spring,0,0
2020-04-03,24,250.48786620,171.459955600,240.08246800,562595.7476000,0,93,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Friday,April,Spring,0,0
2020-04-03,25,282.98152820,202.465767700,256.24189930,41032.3215900,0,438,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Friday,April,Spring,0,0
2020-04-03,26,30.44065243,17.947285170,31.14596487,69587.3314600,0,490,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Friday,April,Spring,0,0
2020-04-03,27,72.90194774,30.201465390,73.98976289,48844.3049900,0,50,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Friday,April,Spring,0,0
2020-04-03,28,279.68145140,210.976223700,281.21574070,114110.0322000,0,246,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Friday,April,Spring,0,0
2020-04-03,29,183.30351860,117.053896500,171.35136600,431129.8757000,0,452,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Friday,April,Spring,0,0
2020-04-03,30,349.20215950,222.261235000,314.53205030,398090.4618000,0,110,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Friday,April,Spring,0,0
2020-04-03,31,329.11154730,249.849071600,334.04414050,134606.6228000,0,1007,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Friday,April,Spring,0,0
2020-04-03,32,443.03829730,217.864083800,408.89800960,1043355.1900000,0,354,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Friday,April,Spring,0,0
2020-04-03,33,351.75657460,191.584309800,332.42130760,365123.3244000,0,440,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Friday,April,Spring,0,0
2020-04-03,34,211.04954110,103.961442200,225.58758980,492800.6786000,0,665,Meat,Beef,FreshFare,FreshFare Premium Ribs,Friday,April,Spring,0,0
2020-04-03,35,335.41235500,166.179732000,358.33397840,1382569.7270000,0,72,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,April,Spring,0,0
2020-04-03,36,150.45471170,128.933100800,145.84614390,365304.0400000,0,525,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Friday,April,Spring,0,0
2020-04-03,37,158.56243170,103.549925100,152.93182880,71670.2191100,0,153,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Friday,April,Spring,0,0
2020-04-03,38,382.83940030,294.138673800,350.35636450,1270261.1300000,0,310,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Friday,April,Spring,0,0
2020-04-03,39,223.23362720,150.425218500,227.54606040,322126.1241000,0,1056,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Friday,April,Spring,0,0
2020-04-03,40,393.28780640,280.103004700,406.24817540,722469.7003000,0,763,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Friday,April,Spring,0,0
2020-04-03,41,410.10136690,328.095330400,378.17847480,314957.8497000,0,477,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Friday,April,Spring,0,0
2020-04-03,42,442.86761720,382.503965900,456.50693300,74844.6273100,0,399,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Friday,April,Spring,0,0
2020-04-03,43,468.06889660,168.998284700,461.71364330,612234.1168000,0,752,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Friday,April,Spring,0,0
2020-04-03,44,213.81039760,174.196499300,216.55787440,205471.7921000,0,436,Meat,Fish,FreshFare,FreshFare Premium Snack,Friday,April,Spring,0,0
2020-04-03,45,159.50389640,102.999316100,161.35518810,151050.1899000,0,563,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Friday,April,Spring,0,0
2020-04-03,46,291.85449950,247.998141700,316.84344830,659591.1689000,0,822,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Friday,April,Spring,0,0
2020-04-03,47,192.67069730,96.482370570,197.54615150,296712.8738000,0,292,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Friday,April,Spring,0,0
2020-04-03,48,295.10556540,174.740172100,265.75738180,876758.6349000,0,321,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Friday,April,Spring,0,0
2020-04-03,49,346.48717400,151.863261800,315.80553160,1087276.7520000,0,688,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Friday,April,Spring,0,0
2020-04-03,50,334.93520050,160.177260700,331.15552170,35503.1312500,0,136,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Friday,April,Spring,0,0
2020-04-03,51,189.26893810,111.477546500,179.91348610,21955.1968200,0,654,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Friday,April,Spring,0,0
2020-04-03,52,92.72641642,46.210290250,96.26358592,150124.0682000,0,793,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Friday,April,Spring,0,0
2020-04-03,53,228.62809770,104.477435700,237.02622740,468230.3442000,0,646,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Friday,April,Spring,0,0
2020-04-03,54,81.59949948,29.601600870,89.13724476,180171.6948000,0,483,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Friday,April,Spring,0,0
2020-04-03,55,458.60873660,269.063904100,442.67771530,1746840.6780000,0,391,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Friday,April,Spring,0,0
2020-04-03,56,185.60349780,164.659842200,171.06810300,774523.3961000,0,279,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Friday,April,Spring,0,0
2020-04-03,57,87.94616449,52.240820340,81.79091938,72467.6395400,0,280,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Friday,April,Spring,0,0
2020-04-03,58,22.91735707,12.535350300,24.93233050,52251.5741100,0,966,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Friday,April,Spring,0,0
2020-04-03,59,336.24960510,245.127670500,328.31327670,1169139.8770000,0,501,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Friday,April,Spring,0,0
2020-04-03,60,325.15431700,312.131478700,316.85311360,1381905.8470000,0,82,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Friday,April,Spring,0,0
2020-04-03,61,175.86033820,156.080230000,182.84686850,618500.8093000,0,1339,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Friday,April,Spring,0,0
2020-04-03,62,43.81593599,30.357630870,43.06230765,14503.0748100,0,193,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Friday,April,Spring,0,0
2020-04-03,63,218.36578540,126.816378200,214.06797450,213125.0066000,0,480,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Friday,April,Spring,0,0
2020-04-03,64,154.38713280,77.025757080,145.58000320,748468.8197000,0,107,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Friday,April,Spring,0,0
2020-04-03,65,326.57633660,312.270612600,358.28008640,307634.9091000,0,298,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Friday,April,Spring,0,0
2020-04-03,66,309.75571520,157.290689300,327.82389710,547028.5931000,0,1324,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Friday,April,Spring,0,0
2020-04-03,67,179.92334940,112.025397100,184.48128580,273843.3378000,0,952,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Friday,April,Spring,0,0
2020-04-03,68,112.59531070,58.030296300,102.81208920,41660.2649400,0,62,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Friday,April,Spring,0,0
2020-04-03,69,481.56941360,371.132350800,483.72580670,2395807.8330000,0,254,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Friday,April,Spring,0,0
2020-04-03,70,235.47285280,97.705087950,237.49608680,409722.7638000,0,907,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,April,Spring,0,0
2020-04-03,71,361.57266910,232.873383000,382.47180250,718083.3208000,0,628,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Friday,April,Spring,0,0
2020-04-03,72,75.41854883,37.519359620,82.20720515,98194.9505700,0,181,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Friday,April,Spring,0,0
2020-04-03,73,241.26993080,199.379607300,255.35971760,365282.6753000,0,151,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,April,Spring,0,0
2020-04-03,74,22.59653072,9.549178083,23.23183669,30550.5095400,0,283,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Friday,April,Spring,0,0
2020-04-03,75,247.21284390,115.187785700,229.12563100,26204.5614500,0,438,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Friday,April,Spring,0,0
2020-04-03,76,503.78289610,180.069710400,467.87329110,1255930.7600000,0,739,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Friday,April,Spring,0,0
2020-04-03,77,203.50482830,130.845885300,216.26127620,251938.9774000,0,265,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Friday,April,Spring,0,0
2020-04-03,78,28.47412111,14.449705160,28.71382115,15717.7148500,0,249,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Friday,April,Spring,0,0
2020-04-03,79,24.20479501,18.489523700,25.95326363,56615.0155400,0,423,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Friday,April,Spring,0,0
2020-04-03,80,190.78051060,112.430846100,197.53807620,398158.9256000,0,338,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Friday,April,Spring,0,0
2020-04-03,81,90.36526992,68.789850560,96.50979791,210279.9831000,0,67,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Friday,April,Spring,0,0
2020-04-03,82,21.71560640,17.199072850,21.89552338,44734.1491900,0,1055,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Friday,April,Spring,0,0
2020-04-03,83,388.42298300,200.206282000,397.39425470,1224697.6650000,0,257,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Friday,April,Spring,0,0
2020-04-03,84,231.17463590,142.997669200,245.46298440,754554.0116000,0,884,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Friday,April,Spring,0,0
2020-04-03,85,148.76498570,55.516456560,158.30671430,81523.2121500,0,986,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Friday,April,Spring,0,0
2020-04-03,86,454.55056060,246.531258800,422.26822960,445459.5494000,0,590,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Friday,April,Spring,0,0
2020-04-03,87,67.09755363,49.251095380,63.25883090,5904.5847200,0,830,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Friday,April,Spring,0,0
2020-04-03,88,463.13321720,185.167090200,494.82791040,329750.8506000,0,548,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Friday,April,Spring,0,0
2020-04-03,89,171.69007030,98.642386260,165.66049500,181648.0944000,0,367,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Friday,April,Spring,0,0
2020-04-03,90,462.53370880,361.628932900,485.01811140,244217.7983000,0,227,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Friday,April,Spring,0,0
2020-04-03,91,305.68140840,255.964665800,298.28158620,499177.7399000,0,419,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Friday,April,Spring,0,0
2020-04-03,92,435.16161120,170.329003700,459.93109120,258485.9971000,0,298,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Friday,April,Spring,0,0
2020-04-03,93,510.50067980,354.359448100,521.45192550,1045505.3920000,0,841,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Friday,April,Spring,0,0
2020-04-03,94,144.34096230,59.515824030,131.08556120,310333.0689000,0,349,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Friday,April,Spring,0,0
2020-04-03,95,496.50505330,220.278698300,517.35007110,333651.3958000,0,163,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Friday,April,Spring,0,0
2020-04-03,96,207.31764080,130.422076400,222.22126510,381049.8239000,0,1138,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Friday,April,Spring,0,0
2020-04-03,97,196.48814360,140.831866200,207.47884720,379811.5816000,0,1278,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Friday,April,Spring,0,0
2020-04-03,98,184.93573010,104.493787200,196.08779450,97646.0655100,0,83,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Friday,April,Spring,0,0
2020-04-03,99,281.39025010,226.306766600,305.66680930,529013.6702000,0,152,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Friday,April,Spring,0,0
2020-04-03,100,87.42381107,52.496236840,90.94687154,167504.0220000,0,63,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Friday,April,Spring,0,0
2020-04-04,1,379.40295800,172.644899500,402.63313670,596421.4499000,0,201,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Saturday,April,Spring,0,1
2020-04-04,2,48.86687776,26.490609080,53.11599152,65090.6811800,0,266,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Saturday,April,Spring,0,1
2020-04-04,3,51.46759730,21.914587140,47.74177030,99229.5275900,0,453,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Saturday,April,Spring,0,1
2020-04-04,4,201.06216100,120.918543600,187.15153460,495015.0404000,0,678,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Saturday,April,Spring,0,1
2020-04-04,5,480.55441230,311.003885300,437.72729890,73044.2706700,0,865,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Saturday,April,Spring,0,1
2020-04-04,6,364.60630040,230.489117700,386.71898360,794112.5223000,0,581,Snacks,Chips,NibbleNest,NibbleNest Fiery Bites,Saturday,April,Spring,0,1
2020-04-04,7,358.14982190,222.526529500,324.00325670,799748.5522000,0,598,Personal Care,Shampoo,GlowMist,GlowMist Gentle Rinse,Saturday,April,Spring,0,1
2020-04-04,8,201.98067570,78.391732610,187.61988570,95132.8982700,0,465,Cereals,Granola,MorningCrunch,MorningCrunch Multi-Grain Bites,Saturday,April,Spring,0,1
2020-04-04,9,316.15880670,174.778860000,333.49295920,462540.3342000,0,1434,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Cold Slice,Saturday,April,Spring,0,1
2020-04-04,10,16.25087662,8.940389641,15.76153935,27756.4972700,0,386,Personal Care,Shampoo,EssencePure,EssencePure Revitalizing Cleanser,Saturday,April,Spring,0,1
2020-04-04,11,331.53790020,232.372118800,322.61585620,551015.9902000,0,65,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Saturday,April,Spring,0,1
2020-04-04,12,495.61055150,289.164239400,504.89870160,250283.3285000,0,1174,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Saturday,April,Spring,0,1
2020-04-04,13,341.17143630,164.553066500,359.36561210,898645.5632000,0,1451,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Saturday,April,Spring,0,1
2020-04-04,14,453.73886130,228.345491600,419.51363380,2052714.6080000,0,119,Cereals,Granola,DayStart,DayStart Crunchy Bites,Saturday,April,Spring,0,1
2020-04-04,15,370.74354340,196.555486800,368.92299700,430803.9975000,0,690,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Saturday,April,Spring,0,1
2020-04-04,16,72.45627698,33.828618340,71.23856148,97598.6051000,0,888,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Saturday,April,Spring,0,1
2020-04-04,17,481.20300250,278.068872500,468.38936530,1778045.0940000,0,932,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Saturday,April,Spring,0,1
2020-04-04,18,43.88604343,34.287126310,42.31323556,101376.7603000,0,337,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Saturday,April,Spring,0,1
2020-04-04,19,273.62121260,168.670512200,257.33445480,342847.3794000,0,892,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Saturday,April,Spring,0,1
2020-04-04,20,85.71207445,48.072317470,84.70177210,183852.3997000,0,723,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Saturday,April,Spring,0,1
2020-04-04,21,16.01711260,8.075618157,16.48315607,39065.7376400,0,1698,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Saturday,April,Spring,0,1
2020-04-04,22,224.10641240,186.698513600,220.94186480,108019.2908000,0,48,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Saturday,April,Spring,0,1
2020-04-04,23,158.07777710,112.032130500,145.17430650,772209.9414000,0,336,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Saturday,April,Spring,0,1
2020-04-04,24,270.83656190,193.108042600,274.54422690,318774.6333000,0,220,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Saturday,April,Spring,0,1
2020-04-04,25,299.30200050,175.267271700,310.89830900,337014.0525000,0,1040,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Saturday,April,Spring,0,1
2020-04-04,26,32.50677381,15.909708140,29.34429497,28118.3593500,0,383,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Saturday,April,Spring,0,1
2020-04-04,27,72.96132959,35.566577190,67.02370759,301330.2912000,0,36,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Saturday,April,Spring,0,1
2020-04-04,28,290.91446610,194.922570100,307.21405260,370043.2009000,0,296,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Saturday,April,Spring,0,1
2020-04-04,29,188.91788740,154.073690200,171.86131780,927964.6628000,0,575,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Saturday,April,Spring,0,1
2020-04-04,30,400.32262490,230.750471800,414.70909190,115292.9160000,0,263,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Saturday,April,Spring,0,1
2020-04-04,31,334.66730980,253.360276600,363.37798850,866788.3323000,0,1250,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Saturday,April,Spring,0,1
2020-04-04,32,466.77294720,185.523880700,499.23095420,74683.6715600,0,738,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Saturday,April,Spring,0,1
2020-04-04,33,359.58737110,189.071723700,340.74467990,598353.3855000,0,536,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Saturday,April,Spring,0,1
2020-04-04,34,230.44321650,101.957041100,221.90685320,539006.6834000,0,527,Meat,Beef,FreshFare,FreshFare Premium Ribs,Saturday,April,Spring,0,1
2020-04-04,35,356.73712210,148.744108200,376.09788950,776259.9777000,0,86,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Saturday,April,Spring,0,1
2020-04-04,36,148.58503730,124.029233300,161.96355030,334910.6741000,0,1255,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Saturday,April,Spring,0,1
2020-04-04,37,174.92632170,98.606684420,168.02808440,43381.7277800,0,169,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Saturday,April,Spring,0,1
2020-04-04,38,415.85279960,336.926738100,428.61348320,1334055.7810000,0,570,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Saturday,April,Spring,0,1
2020-04-04,39,232.05478470,152.394793200,245.20677140,952352.8366000,0,1339,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Saturday,April,Spring,0,1
2020-04-04,40,413.30983620,294.759221300,390.90401360,222360.6919000,0,699,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Saturday,April,Spring,0,1
2020-04-04,41,439.95885790,251.777273400,473.28009390,975828.7468000,0,931,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Saturday,April,Spring,0,1
2020-04-04,42,449.94373600,407.321280600,427.70732610,1939257.5020000,0,348,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Saturday,April,Spring,0,1
2020-04-04,43,499.37989460,213.625656100,498.36084980,140325.7504000,0,964,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Saturday,April,Spring,0,1
2020-04-04,44,224.01497080,185.458082000,216.12292200,978721.4074000,0,323,Meat,Fish,FreshFare,FreshFare Premium Snack,Saturday,April,Spring,0,1
2020-04-04,45,178.42772790,114.038230200,184.44327300,846996.4245000,0,684,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Saturday,April,Spring,0,1
2020-04-04,46,317.99849340,266.723734900,295.72972230,55013.7393600,0,770,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Saturday,April,Spring,0,1
2020-04-04,47,205.20067690,133.410575700,195.52853340,239879.5912000,0,228,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Saturday,April,Spring,0,1
2020-04-04,48,324.10256280,185.619034600,315.36155810,353271.7934000,0,453,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Saturday,April,Spring,0,1
2020-04-04,49,373.97023990,148.342690600,357.07959660,610693.4018000,0,928,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Saturday,April,Spring,0,1
2020-04-04,50,358.50742220,184.472933700,358.17254450,662163.2087000,0,154,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Saturday,April,Spring,0,1
2020-04-04,51,208.28857950,133.695448500,209.69733070,729218.3167000,0,1331,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Saturday,April,Spring,0,1
2020-04-04,52,96.50637421,46.133225190,91.32426764,33970.2437200,0,661,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Saturday,April,Spring,0,1
2020-04-04,53,242.47634040,95.937660150,257.22759500,149365.4257000,0,781,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Saturday,April,Spring,0,1
2020-04-04,54,82.92870831,34.624480580,79.51104467,57137.8800200,0,418,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Saturday,April,Spring,0,1
2020-04-04,55,465.60660320,254.903318700,419.36564600,102899.0593000,0,561,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Saturday,April,Spring,0,1
2020-04-04,56,193.73785350,154.271850100,193.30038920,197806.3484000,0,355,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Saturday,April,Spring,0,1
2020-04-04,57,90.13109277,48.510166570,83.53557277,52816.8203600,0,370,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Saturday,April,Spring,0,1
2020-04-04,58,23.79352300,13.590054620,25.38527401,39330.6935200,0,1295,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Saturday,April,Spring,0,1
2020-04-04,59,340.92326950,192.449356700,320.56616850,288762.0093000,0,687,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Saturday,April,Spring,0,1
2020-04-04,60,339.67038040,312.610524400,342.61043030,508826.2299000,0,168,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Saturday,April,Spring,0,1
2020-04-04,61,181.36382230,121.432823500,170.79322290,335885.7989000,0,949,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Saturday,April,Spring,0,1
2020-04-04,62,48.51757924,26.214064100,51.13824686,11886.8069100,0,405,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Saturday,April,Spring,0,1
2020-04-04,63,222.20631650,139.883424800,217.08845240,92660.0339800,0,622,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Saturday,April,Spring,0,1
2020-04-04,64,169.61552120,69.610848900,156.89156060,205234.7807000,0,159,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Saturday,April,Spring,0,1
2020-04-04,65,376.77339680,259.258377800,378.22516040,790470.5864000,0,417,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Saturday,April,Spring,0,1
2020-04-04,66,322.37550550,121.425518700,326.55890600,98646.9046900,0,1722,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Saturday,April,Spring,0,1
2020-04-04,67,196.25563600,94.145071850,191.41901000,152294.3736000,0,754,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Saturday,April,Spring,0,1
2020-04-04,68,128.50451840,63.620770460,141.13248930,61425.1597800,0,114,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Saturday,April,Spring,0,1
2020-04-04,69,533.74884580,376.784930300,583.55275160,163327.1468000,0,327,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Saturday,April,Spring,0,1
2020-04-04,70,250.01824720,108.939435000,274.78910870,101757.4266000,0,1254,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Saturday,April,Spring,0,1
2020-04-04,71,357.67702400,201.086123700,345.71551760,1034401.9530000,0,520,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Saturday,April,Spring,0,1
2020-04-04,72,85.33319723,38.720368260,93.73357248,71850.5520700,0,259,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Saturday,April,Spring,0,1
2020-04-04,73,264.88937340,176.307912200,289.62560860,41587.6316300,0,211,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Saturday,April,Spring,0,1
2020-04-04,74,24.77090162,8.486614374,25.42726374,56576.7392900,0,409,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Saturday,April,Spring,0,1
2020-04-04,75,270.31766150,120.626698300,265.71397330,664170.4943000,0,528,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Saturday,April,Spring,0,1
2020-04-04,76,489.09318690,191.117661600,463.19727380,1068668.6130000,0,1041,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Saturday,April,Spring,0,1
2020-04-04,77,203.80465670,149.827155900,190.19236330,666033.6183000,0,179,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Saturday,April,Spring,0,1
2020-04-04,78,29.62663720,18.002802930,30.54669960,40766.2527900,0,328,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Saturday,April,Spring,0,1
2020-04-04,79,26.03964363,21.279503360,23.97550247,4895.4530020,0,329,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Saturday,April,Spring,0,1
2020-04-04,80,219.69065640,91.455302750,229.75317360,153783.4595000,0,480,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Saturday,April,Spring,0,1
2020-04-04,81,91.94328403,55.229386680,95.43089879,43029.4569200,0,104,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Saturday,April,Spring,0,1
2020-04-04,82,22.29289716,16.390219720,20.43083132,10299.3184900,0,923,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Saturday,April,Spring,0,1
2020-04-04,83,398.65991140,188.526944100,410.18038450,558921.1957000,0,341,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Saturday,April,Spring,0,1
2020-04-04,84,237.55990100,91.973118470,260.17573380,210715.6322000,0,1295,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Saturday,April,Spring,0,1
